"id","institution","product","institution_sort","product_sort","schoolexpense_sort","univ_sort","grade_sort","major_sort","grade_stand_detail","income_stand_detail","support_detail","qualification_detail","local_residence_detail","duration_detail","selection_way_detail","selection_num_detail","qualification_restriction_detail","recommendation_detail","documentaion_detail","created_dt","modified_dt","like_num","scrap_num"
"재단법인은평구민장학재단_일반장학금","재단법인은평구민장학재단","일반장학금","지자체","장학금","지역연고","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","재학생: 직전학기 학업성적 평점 45(100점) 만점에 30 이상인 자","한국장학재단 소득구간 8구간 이내(해당학기)","최대 2000000원 이내 * 등록금 범위 이내 지원","대학교 재학생","공고일 현재 은평구에 2년 이상 계속 거주(주민등록기준)하고 있는 대학생",NULL,"장학생선정심사위원회에서 선발","OO명","학점은행제/ 사이버(원격)대학/ 방송통신대학부적격자 및 추천서/ 구비자1세대당 1명 선발정규학기 초과자 * 자세한 사항은 첨부파일 참고","추천권자(학교장 등(의 직인을 받은 신청서 및 기타 제출서류 제출",NULL,"2022-11-06 17:00:52.378626","2022-11-06 17:00:52.378626",0,0
"전주대학교_장애대학생장학금","전주대학교","장애대학생장학금","대학교","장학금","장애인","특정대학","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","취득학점 12학점 이상평점평균 25이상 유지","해당없음","4년간 장애 1급 전액2급 : 150만원3급 : 100만원4급 이상 50000원","본인이 장애인인 학생","해당없음",NULL,"해당없음","해당없음","기존 신청자 제외/ 신규자만 신청","해당없음",NULL,"2022-11-06 17:00:57.345273","2022-11-06 17:00:57.345273",0,0
"재단법인은평구민장학재단_지역사회기여장학생","재단법인은평구민장학재단","지역사회기여장학생","지자체","장학금","지역연고","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","최근 1년간 평균 성적이 45만점에 30점 이상인 자신입생 : 고등학교 3학년 성적이 상위 40%이내인 자","해당없음","연 최대 195만원시간당 1만 3천원 (활동시간에 따라 차등지급 분기별 지급)","서울/경기 소재 대학교 및 휴학생공고일 현재 은평구 2년 이상 거주자초/둥/고등학생의 학습지도 가능한 자화상플랫폼을 통한 온라인 학습지도 가능한 자멘토링 활동기간동안 지속적으로 활동 가능한 자","해당없음",NULL,"1차 서류심사: 지원자의 자격요건 등 소정의 기준 적합여부 서면심사2차 면접심사: 봉사정신/ 성실성/ 책임성/ 지도능력 등 활동수행에 필요한 능력 심사","23명 내외","2022학년도 8월 졸업예정자 지원 불가교환학생/ 실습/ 인턴/ 연수/ 군입대 등으로 지속적인 활동이 어려운 경우 지원 자제 요망학점은행제/ 사이버대학/ 방송통신대학 재학생 제외","해당없음",NULL,"2022-11-06 17:00:52.38257","2022-11-06 17:00:52.38257",0,0
"재단법인 동래장학회_장학생","재단법인 동래장학회","장학생","지자체","장학금","지역연고","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","대학교 신입생의 경우 수능성적을 기준으로 선발","생활정도는 보호자(부/모 모두)의 재산과 소득상황을 각각 반영","본인부담액 등록금 범위 내(2000000원)에서 지급","해당없음","신청일 현재 학부모와 학생이 동래구에 1년 이상 주민등록이 되어 있으며 사실상 거주하고 있는 대학생",NULL,"학업성적 60%/ 생활정도 40%를 반영하여 합산점수가 80점 이상인 자","20명","학생이 퇴학 또는 휴학하였을 때사회 통념상 학생의 품행이 극히 불량하다고 인정될 경우지급 목적과 다르게 사용한 경우부・모의 학자금/ 국가/ 지자체/ 해당학교/ 타 장학금으로 등록금 이상의       금액을 초과하여 수혜를 받은 경우","해당없음",NULL,"2022-11-06 17:00:52.386101","2022-11-06 17:00:52.386101",0,0
"(재)부산북구장학회_장학생","(재)부산북구장학회","장학생","지자체","장학금","지역연고","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","직전학기 성적 평점 B학점 이상","해당없음","최대 2000000원","부산광역시 북구 관내 거주 대학생으로 학업성적 우수자 등","신청일 현재 부산광역시 북구 관내 3년 이상 계속 거주자(세대주/ 보호자)의 자녀",NULL,"해당없음","22명 내외","기타 타기관으로부터 전액 장학금을 받고 있는 자대학 졸업예정자(대학 최종 학기 등록자)가구(보호자 합산) 연소득 9/600만원 이상인 세대부동산 및 동산 합계액에서 부채를 제외한 합계 10억원 이상 보유 가구(보호자 합산)","해당없음",NULL,"2022-11-06 17:00:52.389523","2022-11-06 17:00:52.389523",0,0
"(재)행복영도장학회_장학생","(재)행복영도장학회","장학생","지자체","장학금","지역연고","4년제(5~6년제포함)/전문대(2~3년제)","대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","해당없음","해당없음","1인당 3000000원","학업우수 : 학년 교과목 성적이 상위 20% 이내인 학생생계곤란 : 기준에 미달하더라도 경제적 이유로 학업이 곤란한 자특기 : 문화/예술/체육/과학 기능분야에 소질과 재능이 뛰어난 학생으로서 시 단위 이상의 대회에서 1위 입상 또는 자격 취득자","공고일 현재 6개월 이상 부산시 영도구 거주하는 재학생",NULL,"해당없음","10명","국가/ 지방자치단체/ 학교 타 기관 등으로부터 장학금을 받고 있는 학생 또는 받을 예정인 학생","학교장/동장 추천",NULL,"2022-11-06 17:00:52.392691","2022-11-06 17:00:52.392691",0,0
"재단법인 동구교육발전장학회_우수장학금","재단법인 동구교육발전장학회","우수장학금","지자체","장학금","지역연고","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","학기당 12학점 이상 이수자(계절학기 미 포함)직전학기 평점평균 45만점 기준 38점 이상인 자","해당없음","2000000원","국내대학에 재학 중인 자","대구광역시 동구에서 출생하였거나/ 공고일 현재 계속하여 2년 이상  동구에 주민등록을 두고 거주한 자",NULL,"동점자 발생/ 미달 분야 발생 등 선발에 관한 예기치 못한 사유 발생시 장학생 선발 심의회에서 결정","해당없음","대학생은 2022년도 1학기 휴학생 제외1세대 1명으로 제한","총학장/ 학교장",NULL,"2022-11-06 17:00:52.395635","2022-11-06 17:00:52.395635",0,0
"재단법인 동구교육발전장학회_특기장학생","재단법인 동구교육발전장학회","특기장학생","지자체","장학금","특기자","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","해당없음","해당없음","2000000원","국내 대학에 재학 중인 자선발분야 : 체육/ 음악/ 미술/ 과학/ 기능신청자격 : 직전 1년간 광역시 및 도단위 이상 규모의 공공기관이  주최(주관)하는 대회에서 3위 이내의 성적으로 입상한 자","대구광역시 동구에서 출생하였거나/ 공고일 현재 계속하여 2년 이상  동구에 주민등록을 두고 거주한 자",NULL,"동점자 발생/ 미달 분야 발생 등 선발에 관한 예기치 못한 사유 발생시 장학생 선발 심의회에서 결정상위대회 (국제대회 > 전국대회 > 광역시・도 단위 대회)","해당없음","2022학년 1학기 휴학생 제외1세대 1명으로 제한","학교장/ 총장 추천학교당 1명만 추천가능",NULL,"2022-11-06 17:00:52.399367","2022-11-06 17:00:52.399367",0,0
"아산시미래장학회_희망장학금","아산시미래장학회","희망장학금","지자체","장학금","지역연고","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","해당없음","기초생활수급자 또는 차상위계층 또는 한부모 가정인 자기본중위소득 100% 이내","1500000원","해당없음","공고일 기준 본인 또는 부모가 3년 이상 계속하여 아산시에 주민등록이 되어있고 거주하는 자",NULL,"선발위원회 심사 선발  * 동점자 : 1순위 경제적 상황/ 2순위 아산시 거주기간 순","40명","1세대 1명만 지급휴학생 및 유학생 제외2022년 본 재단에서 장학 수혜를 받았거나 받을 예정인 자","해당없음",NULL,"2022-11-06 17:00:52.830706","2022-11-06 17:00:52.830706",0,0
"재단법인 대구광역시서구인재육성재단_희망 장학생","재단법인 대구광역시서구인재육성재단","희망 장학생","지자체","장학금","지역연고","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","2021년 한학기 12학점 이상 이수자로서 100점 만점의 평균 70점 이상 * 1학년일 경우 2021년 2학기 이수과목의 50% 이상이 5등급 이상","2022년 기준중위소득 이내재산총액이 2억원 이하","당해학기 등록금에서 타장학금 수혜금액을 차감하고 최대 150만원/1인지급","대학(교)에 재학 중인 학생","선발 공고일 현재 1년 이상 대구광역시 서구 관내 주소를 두고 거주하는 구민 또는 그 자녀",NULL,"평균성적 우수자 순 (백분율 기준)동점자순위결정 기준 : 성적순 > 소득・재산 적은자 순","O명 (초・중・고등학생 포함 74명 내외)","1세대 1명2022년도 휴학생 또는 복학생정규학기 초과 재학생사이버(원격)대학/ 방송통신대학/ 기능대학/ 기술대학/ 한국농수산대학/ 학점은행제 등공고일 직전 1년간 징계처분 받은 자","해당없음",NULL,"2022-11-06 17:00:52.402708","2022-11-06 17:00:52.402708",0,0
"재단법인 대구광역시서구인재육성재단_성적우수 장학생","재단법인 대구광역시서구인재육성재단","성적우수 장학생","지자체","장학금","지역연고","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","2021년도 한학기 12학점 이상 이수자로서 100점 만점의 평균 90점 이상","해당없음","기준금액에서 당해학기 타 장학금(학비감면 포함) 수혜 금액을 차감하고 지급","대학(교)에 재학 중인 학생","선발 공고일 현재 1년 이상 대구광역시 서구 관내 주소를 두고 거주하는 구민 또는 그 자녀",NULL,"2021년 전학기 평균성적 : 백분율(환산)점수별 내부 기준(배점표)에 따름","OO명(초・중・고 포함인원 74명 내외)","1세대 1명대학교 1학년년당해 학기 타 장학금 또는 학비감면(150만원 이상)의 수혜를 받은 자 (부모직장에서의 지원도 해당)2022년도 휴학생 또는 복학생정규학기 초과 재학생사이버(원격)대학/ 방송통신대학/ 기능대학/ 기술대학/ 한국농수산대학/ 학점은행제 등 제외공고일 직전 1년간 징계처분 받은","대학교 총장의 추천필요",NULL,"2022-11-06 17:00:52.406702","2022-11-06 17:00:52.406702",0,0
"재단법인 대전광역시서구인재육성장학재단_특기장학생","재단법인 대전광역시서구인재육성장학재단","특기장학생","지자체","장학금","특기자","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","해당없음","해당없음","1500000원","대전광역시 소재 대학생선발공고일 기준 최근 1년 이내에 예능/체육/과학/문학 등의 분야에서 국제 및 전국대회 3위 이내의 성적을 거둔 학생 * 실적인정 기간 202110월~20229월  * 자세한 사항은 첨부파일 참조","선발공고일(22101) 기준 6개월 전(2241)부터 서구에 주소를 둔 학생",NULL,"해당없음","1명","1세대 1명만 신청 가능2022년도 타장학금 수혜자(등록금 상당)는 제외 * 자세한 사항은 첨부파일 참조","학교장 또는 총장 추천 필요",NULL,"2022-11-06 17:00:52.411052","2022-11-06 17:00:52.411052",0,0
"(재)옹진군인재육성재단_인재장학금","(재)옹진군인재육성재단","인재장학금","지자체","장학금","지역연고","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","신입생 : 대학수학 능력평가 결과 (언/ 수/ 외/ 탐 중 1) 5등급 이내 또는 내신등급 평균 5등급 이내재학생 : 직전학기 15학점 이상 이수 및 평균평점 B(30) 이상 (* 4학년은 10학점이상 이수)검정고시자 : 7과목 평균 80점 이상","해당없음","등록금 전액(500만원 이내)","교육부자관이 인가한 2년제 이상 대학(교)의 대학생","장학생 선발 공고일 기준 본인이나 친권자가 옹진군에 주민등록을 두고 5년 이상 실거주하고 있는 자관내 소재 초・중・고 통합 3년 이상 재학경력이 있는 자 * 자세한 사항은 첨부자료 참고",NULL,"서류심사(상세 평가 기준은 첨부파일 참고)","00명","휴학/ 유학예정자/ 유학 중인 자 제외대학원생/ 방송대학・통신대학 및 사이버대학/ 기술대학/ 각종학교 제외종류별 중복신청 금지 * 자세한 사항은 첨부파일 참고","해당없음",NULL,"2022-11-06 17:00:52.414162","2022-11-06 17:00:52.414162",0,0
"(재)옹진군인재육성재단_특기장학금","(재)옹진군인재육성재단","특기장학금","지자체","장학금","특기자","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","해당없음","해당없음","등록금 전액(500만원 이내)","2년제 이상 대학교의 대학생(대학원생 제외)장학금 신청 공고일 기준 최근 1년 이내 예체능/ 문학/ 과학 등에서 능력이 뛰어나거나 국가가 인정하는 기관 또는 단체에서 주최한 전국 규모 이상의 대회에서 3위 이상의 성적으로 입상한 자또는 모범/ 효행/ 선행/ 지역발전 유공 등 분야에서 지방자치단체장 이상의 상을 받은 자","장학생 선발 공고일 기준 본인이나 친권자가 옹진군에 주민등록을 두고 5년 이상 실거주하고 있는 자관내 소재 초・중・고 통합 3년 이상 재학경력이 있는 자 * 자세한 사항은 첨부자료 참고 필수",NULL,"해당없음","00명","휴학/ 유학예정자/ 유학 중인 자 제외대학원생/ 방송대학・통신대학 및 사이버대학/ 기술대학/ 각종학교 제외종류별 중복신청 금지등록금 범위 내 장학금 * 자세한 사항은 첨부파일 참고","한국과학기술원생으로 지원 시 원장의 추천 필요",NULL,"2022-11-06 17:00:52.417133","2022-11-06 17:00:52.417133",0,0
"춘향장학재단_신입생(보람)","춘향장학재단","신입생(보람)","지자체","장학금","지역연고","4년제(5~6년제포함)","대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","전년도 내신평균 85점 이상","가정형편(50%)","1인당 100만원","남원시 관내고 졸업자 중 대학 입학 예정자","남원시 관내 고등학교 졸업자",NULL,"전년도 내신성적 50% + 가정형편 50%","5명","* 지원부문을 달리하여 중복접수 불가 * 중복지원제한 : 타기관/ 단체에서 장학금(학자금)을 지원받는 경우","해당없음",NULL,"2022-11-06 17:00:52.833363","2022-11-06 17:00:52.833363",0,0
"(재)옹진군인재육성재단_복지장학금","(재)옹진군인재육성재단","복지장학금","지자체","장학금","소득구분","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","신입생: 대학수학능력평가 결과 (언어/ 수리/ 외국어/ 탐국영역 중 1) 7등급 이내인 자 또는 고등학교 내신등급 평균 7등급 이내인 자재학생: 직전학기 15학점 이상 이수 및 45만점 기준으로 평균 평점이 C+(25)학점 이상인자 (단/ 4학년은 10학점이상 이수한 자)검정고시자는 7과목 평균이 70점 이상인 자","국민기초생활보장법에 의한 기초생활수급자 및 차상위 계층/ 장애인 복지법상 장애의 정도가 심한 장애인에 해당하는 세대의 자녀나 본인","등록금 전액(500만원 이내)","교육부장장관이 인가한 2년제 이상 대학(교)의 대학생","장학생 선발 공고일 기준 본인이나 친권자가 옹진군에 주민등록을 두고 5년 이상 실거주하고 있는 자 관내 소재 초・중・고 통합 3년 이상 재학경력이 있는 자 * 자세한 사항은 첨부자료 참고 필수",NULL,"해당없음","00명","휴학/ 유학예정자/ 유학 중인 자 제외대학원생/ 방송대학・통신대학 및 사이버대학/ 기술대학/ 각종학교 제외종류별 중복신청 금지등록금 범위 내 장학금 * 자세한 사항은 첨부파일 참고","해당없음",NULL,"2022-11-06 17:00:52.422667","2022-11-06 17:00:52.422667",0,0
"(재)옹진군인재육성재단_지역핵심인재장학금","(재)옹진군인재육성재단","지역핵심인재장학금","지자체","장학금","지역연고","4년제(5~6년제포함)/전문대(2~3년제)/해외대학","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","해당없음","해당없음","등록금 전액(500만원 이내)","해외 유학생인 학생으로 세계 100대 대학에 재학 중인 자기타 특별한 사유로 이사회의 추천을 받은 자옹진군과 대학교 간 체결된 지역핵심인재육성을 위한 협약에 따른 특별전형 합격자","장학생 선발 공고일 기준 본인이나 친권자가 옹진군에 주민등록을 두고 5년 이상 실거주하고 있는 자관내 소재 초・중・고 통합 3년 이상 재학경력이 있는 자 * 자세한 사항은 첨부자료 참고 필수",NULL,"해당없음","00명","대학원생/ 방송대학・통신대학 및 사이버대학/ 기술대학/ 각종학교 제외종류별 중복신청 금지등록금 범위 내 장학금 * 자세한 사항은 첨부파일 참고","해당없음",NULL,"2022-11-06 17:00:52.426234","2022-11-06 17:00:52.426234",0,0
"재단법인강화군장학회_장학생","재단법인강화군장학회","장학생","지자체","장학금","지역연고","4년제(5~6년제포함)/전문대(2~3년제)","대학3학기/대학4학기/대학5학기/대학6학기/대학7학기","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","학업성적이 45기준 38이상인 자  * 단 서울대/ 연세대/ 고려대/ ㅍ항공대/ 한국과학기술대학교 재학생은 학기별 평균평점이 45이상 35이상인자도 가능 15명은 사회적 배려 대상자로 2021년 1학기 학업성적이 45기준 30이상인 자 수급자/ 차상위계층 한부모가정/ 다문화가정(3명 이내)","해당없음","3000000원 (학기당 150만원) (연 2회 분할지급) * 생활비 용도로 지원","해당없음","강화군 관내에 주소를 두고 장학생 선발 신청일 현재 3년 이상 거주한 자의 자녀관내 고등학교 졸업자",NULL,"해당없음","70명 / 55명은 성적우수학생 / 15명은 사회적 배려 대상 학생","동일연도 강화군에서 지원하는 장학금을 받은 자 졸업예정 학생동일연도 강화군에서 지원하는 장학금을 받은 학생생","소속 학장 이상의 추천",NULL,"2022-11-06 17:00:52.43226","2022-11-06 17:00:52.43226",0,0
"(재)인천인재평생교육진흥원_재능인장학금","(재)인천인재평생교육진흥원","재능인장학금","지자체","장학금","특기자","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/사회계열/예체능계열/인문계열/자연계열/제한없음","대학교 신입생인 경우 고등학교 3학년 2학기 내신 성적","해당없음","2000000원 (학업장려금 100만원 재능장려금 100만원) ※ 최초 선발시 지급하며 계속장학금 요건 충족 시 매학기별 지급으로 자세한 사항은 첨부파일 참조","* 전국단위 이상 국내/국제 대회에서 개인분야/ 단체분야로 참여하여 공고일로부터 1년 이내 입상한 실적이 있는 대학교 재학생 * 선발 분야 : 인문・사회/수학・과학/문화예술/체육/기술기능대학생인 경우 직전 정규학기 12학점(4학년 9학점) 이상 이수 ※ 자세한 사항은 첨부파일 참조","보호자 또는 장학금 신청 학생의 주민등록주소지가 인천인 대학생인천 관내 고등학교 졸업생 * 자세한 사항은 첨부파일 참조",NULL,"서류심사 기준 : 대회 수상성적(70%)/ 자기개발서(30%)/ 추가배점점 * 자세한 사항은 첨부파일 참조","5명","동일연도 내 재단에서 실시하는 장학금에 중복하여 선발 불가 (우선 시행 장학금 수혜시 나중에 시행하는 장학금 선발 불가)상반기 장학금 동시 지원 불가한 가구 내 2인 이상 지원 시 선신청자 1인만 판단단원격대학/ 기술대학/ 기능대학/ 2년 미만 교육과정의 각종학교 재학생초과학기생/ 휴학생/ 수료생","추천권자 : 고등학교 학교장/ 대학 학과장/ 지원 분야와 관련한 유관단체장",NULL,"2022-11-06 17:00:52.435265","2022-11-06 17:00:52.435265",0,0
"빛고을장학재단_학업장려장학생","빛고을장학재단","학업장려장학생","지자체","장학금","지역연고","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","직전학기 성적이 학과・부(전공)별 평점 평균 30/45이상인 자","해당없음","1500000원","정규 대학생","공고일 현재 1년 이상 광주광역시에 주민등록이 되어 있는 자로서 광주광역시 지역 내 소재 재학중인 대학생",NULL,"해당없음","76명 * 대학별 분배","본 재단에 기 장학금 수혜자 제외항목간 중복 지급하지 않음 * 자세한 사항은 소속 대학으로 문의","소속대학에서 대상자를 선정하여 배정인원 추천하여 선발",NULL,"2022-11-06 17:00:52.438532","2022-11-06 17:00:52.438532",0,0
"춘향장학재단_신입생(우수)","춘향장학재단","신입생(우수)","지자체","장학금","성적우수","4년제(5~6년제포함)","대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","고등학교 전체 내신 성적평균 90점 이상","해당없음","1인당 200만원","관내고 졸업자 중 대학입학예정자(신입생)","남원시 관내 고등학교 졸업자",NULL,"해당없음","대학생 5명","* 지원부문을 달리하여 중복접수 불가 * 중복지원제한 : 타기관/ 단체에서 장학금(학자금)을 지원받는 경우","해당없음",NULL,"2022-11-06 17:00:52.83665","2022-11-06 17:00:52.83665",0,0
"대전인재육성장학재단_재능장학금","대전인재육성장학재단","재능장학금","지자체","장학금","특기자","4년제(5~6년제포함)/전문대(2~3년제)/특정대학","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","직전학기 12학점 미만 수강자","해당없음","1500000원 (등록성 장학금)","수상기준 실적인정 기간 내에 인문・사회・과학・예・체능 등 분야의 국제 및 전국대회에서 3위 이내의 성적을 득했으며 학교 총장이 추천한 학생 (실적인정기간 : 20210417 ~ 20220415)","선발공고일(20220415) 기준 현재 대전시에 소재한 대학교에 재학 중이며 공고일 기준 6개월 전(20211016)부터 대전광역시에 주소를 둔 학생",NULL,"평가기준 : 최상위대회수상실적 1개 100%평가방법 : 대회규모별 수상실적으로 차등 배점 * 자세한 사항은 첨부자료 또는 홈페이지 게시판 참고","5명","휴학생/ 수료생/ 초과 학기 및 직전 학기 12학점 미만 수강자","학교 총장의 추천 필요",NULL,"2022-11-06 17:00:52.450051","2022-11-06 17:00:52.450051",0,0
"대전인재육성장학재단_성취장학금","대전인재육성장학재단","성취장학금","지자체","장학금","지역연고","4년제(5~6년제포함)/전문대(2~3년제)/특정대학","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상/대학신입생","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","1학년 : 고32학기 종합내신성적 2등급 이상/ 검정고시 90점 이상 + 대학 1학기 평점 B+ 이상2~4학년 : 직전학기까지의 전체 평균 평점 B+ 이상인 학생 * 자세한 사항은 첨부파일 참조","해당없음","1500000원","해당없음","공고일 현재 대한민국 국적 취득자로 대전광역시 소재 대학에 재학 중이며 공고일 기준 6개월 전부터 대전광역시에 주소를 둔 학생 * 자세한 사항은 첨부파일 참조",NULL,"학업성적 100% * 자세한 사항은 첨부파일 참조","100명","휴학생 및 수료생/ 초과학기/ 직전학기 12학점 미만 취득자정학 이상의 징계처분을 받은 자교육부 비인가 학교・한국방송통신대학교 재학 중인 자2022년도 전체 전액장학금 수혜자본인포함 가족 중 2022년 대전인재육성장학생이 있는 자","학교장 추천",NULL,"2022-11-06 17:00:52.453158","2022-11-06 17:00:52.453158",0,0
"재단법인 대전광역시서구인재육성장학재단_성적우수장학생","재단법인 대전광역시서구인재육성장학재단","성적우수장학생","지자체","장학금","지역연고","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","공고일 기준 1년 동안의 성적이 평균 B+학점 이상인 학생 * 1학년 : 고3학년 2학기 성적 2등급 이상 + 대학 1학년 1학기 평점 B+학점 이상 * 자세한 사항은 첨부파일 참조","해당없음","1500000원 (1인당)","대전광역시 소재 대학교 재학생","선발공고일(22101) 기준 6개월 전(2241)부터 서구에 주소를 둔 학생",NULL,"해당없음","6명","1세대 1명만 신청 가능2022년도 타장학금 수혜자(등록금 상당)는 제외 * 자세한 사항은 첨부파일 참조","학교장 또는 총장 추천 필요",NULL,"2022-11-06 17:00:52.458371","2022-11-06 17:00:52.458371",0,0
"재단법인 충청남도인재육성재단_희망드림장학금(원금상환)","재단법인 충청남도인재육성재단","희망드림장학금(원금상환)","지자체","장학금","지역연고","4년제(5~6년제포함)/전문대(2~3년제)","대학2학기/대학3학기/대학4학기/대학5학기/대학6학기/대학7학기/대학8학기이상","공학계열/교육계열/사회계열/예체능계열/의약계열/인문계열/자연계열/제한없음","해당없음","대출유형 중 [일반상환]또는 [든든(취업후상환)]학자금 대출을 받은 자","* 1인 장학금액 : 최대 1500000원상환신청 학기 대출상환 잔액이 150만원 미만 : 대출상환잔액 상환신청 학기 대출상환 잔액이 150만원천원 이상 : 150만원 ※ 한국장학재단 학자금 대출 원금 자동 차감 (학기는 신청자가 자유롭게 선택)","한국장학재단으로부터 학자금 대출(생활비)을 받은 대학 재학생대출유형중 '일반상환' 또는 '든든(취업후상환)' 학자금 대출을 받은 자대학 졸업 후 1년 이상 미취업 청년  (졸업일부터 공고일까지 기간 내 자격득실확인서상 1년 이상 미취업 확인 필수) *청년 : 만 19세 ~만 39세 이하","공고일 기준 본인 또는 부모가 충청남도에 1년 이상 계속해서 주소지를 둔 학생",NULL,"최근 소득분위 기준이 낮은 자동일 소득분위일 경우/ 총 실행 학자금대출 상환잔액이 많은 자","200명 (예정) * 지원자 및 예산 상황에 따라 변경 가능","2022년도 본재단 장학금 수혜자2022 청년 커뮤니티 지원 사업 선발자동일사업 1가구 2인 이상 지원 불가 (1가구 1인 지원) * 자세한 사항은 첨부자료 참고","해당없음",NULL,"2022-11-06 17:00:52.46314","2022-11-06 17:00:52.46314",0,0
